feature,conditioned_within,baseline_average_precision,conditional_permutation_average_precision,average_precision_drop_basis_points,log_loss_increase,interpretation
origin_hourly_scheduled_flights,origin_airport,0.368854244249529,0.3672970385202671,15.57205729261879,0.0005601061766952187,Retains within-airport incremental signal
destination_daily_scheduled_flights,destination_airport,0.368854244249529,0.367105295429073,17.48948820456009,0.0006372641204229201,Retains within-airport incremental signal
