eligible_flights,mean_delay_minutes,p01,p10,p25,median,p75,p90,p95,p99,maximum,delay_ge_15,delay_ge_30,delay_ge_60,delay_ge_120
27120146,7.322745939494573,-37.0,-22.0,-15.0,-6.0,10.0,44.0,83.0,212.0,4405.0,0.21194948581766485,0.13759199526433227,0.07352021629972051,0.029402349087648716
